sample_id,timestamp,orp_mV,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,class
7,2026-01-01 00:30:00,151.84,404.12,236.26,16.96,25.7,7.86,5.8,Normal
1519,2026-01-06 06:30:00,532.92,1132.26,671.52,69.41,32.89,9.21,11.48,Warning
1984,2026-01-07 21:15:00,-194.92,2.23,0.0,166.84,19.27,9.79,1.53,Severe
980,2026-01-04 09:35:00,53.96,901.32,536.88,37.32,30.39,6.0,4.06,Caution
1023,2026-01-04 13:10:00,117.71,24.81,25.54,47.57,30.33,8.56,9.17,Caution
165,2026-01-01 13:40:00,363.04,273.39,124.69,12.18,25.13,7.63,7.97,Normal
2114,2026-01-08 08:05:00,730.91,2283.57,1119.21,454.67,36.04,10.44,13.95,Severe
452,2026-01-02 13:35:00,371.29,352.6,183.37,16.43,28.34,8.17,7.24,Normal
491,2026-01-02 16:50:00,274.42,91.95,41.08,2.75,26.71,7.03,7.6,Normal
1026,2026-01-04 13:25:00,435.23,20.88,16.49,46.08,30.33,6.15,4.96,Caution
1690,2026-01-06 20:45:00,648.36,17.81,15.17,98.07,32.35,5.9,10.55,Warning
288,2026-01-01 23:55:00,257.79,319.18,202.14,22.55,26.62,7.37,7.09,Normal
1108,2026-01-04 20:15:00,60.56,35.74,17.14,47.68,30.79,8.79,9.96,Caution
88,2026-01-01 07:15:00,368.58,177.46,107.13,14.48,26.61,6.98,5.62,Normal
1560,2026-01-06 09:55:00,34.82,1098.28,698.12,94.08,33.82,9.29,2.96,Warning
1718,2026-01-06 23:05:00,48.39,1502.8,802.99,87.55,33.94,5.78,3.89,Warning
1704,2026-01-06 21:55:00,-39.95,1534.97,786.29,117.54,32.22,5.87,3.78,Warning
1166,2026-01-05 01:05:00,59.71,714.11,428.52,37.47,24.15,6.38,9.49,Caution
1030,2026-01-04 13:45:00,459.38,34.13,12.43,34.11,30.06,6.15,4.25,Caution
1937,2026-01-07 17:20:00,719.58,2540.74,1530.82,309.04,37.68,9.99,15.98,Severe
1028,2026-01-04 13:35:00,54.9,912.88,544.92,49.93,23.66,6.08,9.33,Caution
1085,2026-01-04 18:20:00,453.38,692.93,439.37,26.16,24.77,8.7,9.91,Caution
1518,2026-01-06 06:25:00,596.2,15.35,10.35,90.74,33.42,5.78,2.2,Warning
1240,2026-01-05 07:15:00,489.81,20.16,11.27,37.32,30.04,8.54,9.22,Caution
1274,2026-01-05 10:05:00,464.38,618.63,343.53,26.18,32.0,8.73,9.49,Caution
1879,2026-01-07 12:30:00,684.95,3666.28,2207.17,392.22,17.53,4.8,1.45,Severe
328,2026-01-02 03:15:00,170.61,273.45,159.6,22.31,26.44,7.19,5.97,Normal
1906,2026-01-07 14:45:00,754.34,3325.77,2073.08,493.67,16.34,10.28,0.63,Severe
443,2026-01-02 12:50:00,223.12,409.6,242.65,12.96,26.72,7.61,7.08,Normal
835,2026-01-03 21:30:00,102.66,36.62,18.27,37.32,23.65,6.13,4.66,Caution
1434,2026-01-05 23:25:00,-7.39,10.95,4.01,120.7,33.24,5.91,2.86,Warning
1091,2026-01-04 18:50:00,491.51,35.11,19.49,25.26,24.5,6.43,9.04,Caution
833,2026-01-03 21:20:00,52.18,36.36,15.86,43.39,31.44,6.21,9.53,Caution
1311,2026-01-05 13:10:00,577.96,14.12,5.91,82.74,33.5,9.43,3.82,Warning
349,2026-01-02 05:00:00,319.87,396.68,210.81,24.96,28.13,7.66,6.41,Normal
1084,2026-01-04 18:15:00,112.96,21.66,12.88,49.17,24.54,8.53,4.31,Caution
178,2026-01-01 14:45:00,240.4,226.18,106.97,3.15,27.28,7.47,6.55,Normal
916,2026-01-04 04:15:00,471.52,49.34,29.9,38.74,30.92,6.21,9.93,Caution
1041,2026-01-04 14:40:00,427.93,38.92,22.55,37.82,24.3,6.49,9.07,Caution
1916,2026-01-07 15:35:00,793.74,3532.13,1689.28,441.85,36.44,9.99,13.66,Severe
87,2026-01-01 07:10:00,282.39,384.04,217.53,15.18,26.63,6.97,8.64,Normal
1610,2026-01-06 14:05:00,7.89,18.94,10.72,123.57,21.38,9.21,2.56,Warning
2104,2026-01-08 07:15:00,-147.53,3687.14,2094.53,225.14,37.99,9.98,12.39,Severe
1862,2026-01-07 11:05:00,756.09,2303.9,1493.35,203.26,37.46,10.49,1.64,Severe
458,2026-01-02 14:05:00,347.67,445.24,255.24,8.73,26.48,7.72,6.38,Normal
778,2026-01-03 16:45:00,75.42,846.49,537.95,35.87,31.93,8.63,4.86,Caution
1577,2026-01-06 11:20:00,-0.65,1312.63,724.15,145.36,32.21,9.17,3.61,Warning
643,2026-01-03 05:30:00,433.18,812.84,375.81,45.93,30.73,8.87,4.12,Caution
2119,2026-01-08 08:30:00,-117.81,3274.21,1910.28,363.62,36.64,10.34,15.77,Severe
55,2026-01-01 04:30:00,307.5,433.01,250.78,4.73,27.52,6.75,7.98,Normal
1714,2026-01-06 22:45:00,596.51,14.51,5.68,60.46,32.45,9.15,11.66,Warning
1666,2026-01-06 18:45:00,-9.54,16.45,4.57,75.1,21.73,9.0,11.47,Warning
644,2026-01-03 05:35:00,465.79,692.46,416.04,25.08,23.01,8.52,4.5,Caution
1293,2026-01-05 11:40:00,55.4,47.43,24.66,39.62,31.79,8.53,9.39,Caution
678,2026-01-03 08:25:00,110.67,31.08,22.49,25.03,31.68,6.26,4.75,Caution
222,2026-01-01 18:25:00,261.85,205.73,95.46,12.22,27.61,7.78,7.85,Normal
114,2026-01-01 09:25:00,369.18,455.74,283.94,24.63,26.47,7.0,8.06,Normal
1878,2026-01-07 12:25:00,-243.81,1.35,0.0,350.99,19.65,5.24,15.66,Severe
1394,2026-01-05 20:05:00,28.17,17.23,12.87,149.37,32.03,9.28,3.73,Warning
2058,2026-01-08 03:25:00,-114.57,5.05,0.0,169.15,35.81,9.5,1.44,Severe
175,2026-01-01 14:30:00,261.25,78.4,38.25,24.25,27.84,8.33,6.59,Normal
2126,2026-01-08 09:05:00,-156.04,3857.74,1965.12,379.46,36.72,9.84,14.3,Severe
590,2026-01-03 01:05:00,235.82,156.5,96.73,22.82,26.58,7.32,8.66,Normal
2036,2026-01-08 01:35:00,-63.28,3428.5,1750.18,376.28,35.21,5.44,15.22,Severe
1779,2026-01-07 04:10:00,-11.83,1936.19,1294.69,66.39,33.9,9.15,11.41,Warning
19,2026-01-01 01:30:00,280.17,247.51,153.07,1.52,26.33,7.45,6.33,Normal
424,2026-01-02 11:15:00,280.86,458.24,278.28,22.07,25.34,7.8,8.34,Normal
2124,2026-01-08 08:55:00,-199.94,4721.02,3151.01,204.05,15.44,5.05,0.66,Severe
286,2026-01-01 23:45:00,327.05,324.73,161.53,8.38,26.46,6.9,8.89,Normal
1804,2026-01-07 06:15:00,794.82,9.12,1.0,151.95,16.74,5.48,14.26,Severe
429,2026-01-02 11:40:00,160.11,213.96,112.21,22.1,26.32,7.69,5.75,Normal
2044,2026-01-08 02:15:00,668.42,4617.75,2603.01,524.1,19.65,5.32,0.56,Severe
2012,2026-01-07 23:35:00,-210.33,3.47,2.44,283.21,16.46,10.13,0.82,Severe
670,2026-01-03 07:45:00,417.46,965.83,476.76,38.26,30.01,8.77,4.57,Caution
32,2026-01-01 02:35:00,366.87,254.25,120.87,6.95,27.13,7.25,7.61,Normal
1121,2026-01-04 21:20:00,106.84,26.17,13.0,31.45,30.84,8.88,9.7,Caution
723,2026-01-03 12:10:00,470.32,813.05,367.25,28.01,31.57,8.93,4.76,Caution
1522,2026-01-06 06:45:00,518.73,13.99,9.92,119.97,20.65,9.2,10.88,Warning
2121,2026-01-08 08:40:00,849.52,4490.56,2275.19,520.66,35.48,9.92,13.91,Severe
215,2026-01-01 17:50:00,156.11,149.07,90.03,18.09,28.29,7.71,8.32,Normal
1042,2026-01-04 14:45:00,58.42,848.6,498.05,49.22,24.53,6.35,9.77,Caution
1414,2026-01-05 21:45:00,46.72,1567.83,952.41,149.97,22.92,9.5,3.31,Warning
1624,2026-01-06 15:15:00,-14.83,11.56,4.06,109.34,22.02,5.71,3.44,Warning
327,2026-01-02 03:10:00,207.08,469.32,254.98,14.71,29.39,8.3,8.84,Normal
561,2026-01-02 22:40:00,154.71,254.76,137.85,15.83,29.28,7.49,8.08,Normal
1269,2026-01-05 09:40:00,64.82,22.05,12.66,39.75,23.86,6.29,9.07,Caution
701,2026-01-03 10:20:00,499.55,732.5,341.97,46.65,24.1,6.35,4.09,Caution
1765,2026-01-07 03:00:00,530.74,10.59,1.98,108.2,22.72,9.37,11.65,Warning
1622,2026-01-06 15:05:00,30.07,11.1,1.12,80.11,33.05,5.83,11.06,Warning
342,2026-01-02 04:25:00,193.74,394.17,227.37,9.65,25.47,7.65,8.38,Normal
630,2026-01-03 04:25:00,180.07,417.57,235.92,7.59,27.11,6.95,7.23,Normal
148,2026-01-01 12:15:00,194.07,128.91,73.09,20.75,25.59,8.0,5.34,Normal
1357,2026-01-05 17:00:00,-20.36,16.41,1.16,80.12,20.36,9.07,3.49,Warning
361,2026-01-02 06:00:00,172.11,488.53,285.53,5.9,28.05,7.74,8.95,Normal
84,2026-01-01 06:55:00,293.72,498.91,285.54,17.82,27.04,7.09,5.55,Normal
1970,2026-01-07 20:05:00,-61.38,2790.44,1642.44,503.86,15.26,10.37,14.79,Severe
49,2026-01-01 04:00:00,362.63,336.68,188.04,3.93,29.76,7.94,5.47,Normal
469,2026-01-02 15:00:00,172.1,161.91,98.84,2.4,29.94,6.83,6.31,Normal
882,2026-01-04 01:25:00,436.86,20.95,7.51,35.59,30.99,8.51,9.67,Caution
156,2026-01-01 12:55:00,201.35,449.76,198.98,23.31,26.32,7.21,7.44,Normal
1005,2026-01-04 11:40:00,456.96,44.8,29.96,39.92,24.43,6.46,4.53,Caution
2089,2026-01-08 06:00:00,-61.48,2030.26,978.27,587.66,37.29,5.04,1.43,Severe
1361,2026-01-05 17:20:00,597.35,10.99,9.27,74.37,22.61,5.56,2.87,Warning
1599,2026-01-06 13:10:00,636.88,1622.88,760.61,123.27,32.52,5.94,2.08,Warning
2029,2026-01-08 01:00:00,842.62,3707.99,1960.1,536.22,35.02,4.62,1.33,Severe
1989,2026-01-07 21:40:00,812.84,4.56,1.02,539.54,19.7,10.29,1.61,Severe
856,2026-01-03 23:15:00,473.73,547.58,331.31,39.87,31.18,6.48,9.21,Caution
501,2026-01-02 17:40:00,330.32,149.76,80.6,5.64,27.26,7.0,5.35,Normal
2008,2026-01-07 23:15:00,-243.1,4142.57,2368.69,481.57,16.45,5.36,12.22,Severe
180,2026-01-01 14:55:00,209.09,72.1,30.46,4.69,29.68,7.53,8.91,Normal
967,2026-01-04 08:30:00,86.16,20.06,10.0,46.21,24.24,8.63,4.58,Caution
1988,2026-01-07 21:35:00,-104.38,3933.5,2036.81,476.74,15.0,4.51,12.87,Severe
1998,2026-01-07 22:25:00,840.55,3927.46,1884.68,426.56,17.96,4.84,12.15,Severe
1024,2026-01-04 13:15:00,440.09,49.51,26.45,43.84,30.07,6.25,9.43,Caution
179,2026-01-01 14:50:00,158.79,120.89,81.0,5.94,29.65,7.39,7.45,Normal
1316,2026-01-05 13:35:00,500.63,1312.04,653.12,126.33,32.1,9.38,3.81,Warning
1469,2026-01-06 02:20:00,-37.5,18.27,3.37,63.54,21.34,5.92,10.31,Warning
1839,2026-01-07 09:10:00,-184.05,6.25,5.52,273.53,37.73,5.01,12.54,Severe
939,2026-01-04 06:10:00,141.49,27.49,21.05,43.57,23.21,6.25,9.4,Caution
2001,2026-01-07 22:40:00,-201.4,7.13,5.33,285.22,34.29,9.96,1.95,Severe
529,2026-01-02 20:00:00,329.5,168.5,83.8,21.51,27.38,8.16,7.04,Normal
347,2026-01-02 04:50:00,309.45,208.13,119.53,6.2,25.58,6.77,5.41,Normal
1584,2026-01-06 11:55:00,593.92,1090.3,622.0,86.68,21.88,5.81,11.13,Warning
2133,2026-01-08 09:40:00,659.91,2.26,3.8,178.8,36.58,10.18,14.01,Severe
210,2026-01-01 17:25:00,336.19,419.23,218.22,18.98,29.38,7.38,7.11,Normal
1749,2026-01-07 01:40:00,585.18,16.5,5.42,137.51,33.86,9.18,3.69,Warning
386,2026-01-02 08:05:00,214.42,126.47,57.65,23.88,25.42,6.59,6.56,Normal
1068,2026-01-04 16:55:00,486.35,34.93,13.42,35.72,30.29,8.65,9.89,Caution
2082,2026-01-08 05:25:00,866.79,8.02,3.6,351.34,36.1,5.39,12.64,Severe
602,2026-01-03 02:05:00,346.7,459.04,228.69,15.25,25.89,7.3,6.66,Normal
1968,2026-01-07 19:55:00,728.7,2.89,1.22,592.67,16.48,4.57,14.68,Severe
244,2026-01-01 20:15:00,392.68,297.65,191.61,2.88,29.85,8.03,8.62,Normal
1895,2026-01-07 13:50:00,762.39,2012.18,911.67,159.1,17.03,9.82,1.35,Severe
803,2026-01-03 18:50:00,413.95,27.0,22.41,33.2,30.74,6.5,9.41,Caution
937,2026-01-04 06:00:00,493.41,865.61,477.34,33.73,24.88,6.41,9.96,Caution
1265,2026-01-05 09:20:00,454.79,653.83,319.52,26.17,24.15,8.86,9.09,Caution
1692,2026-01-06 20:55:00,500.23,17.07,7.31,116.27,22.21,9.32,3.01,Warning
313,2026-01-02 02:00:00,384.27,289.59,153.61,16.42,25.27,7.05,8.76,Normal
436,2026-01-02 12:15:00,248.01,434.39,245.11,10.94,28.59,8.13,8.03,Normal
2103,2026-01-08 07:10:00,-175.77,8.12,2.24,199.57,36.06,4.96,0.58,Severe
137,2026-01-01 11:20:00,252.5,148.49,89.15,20.59,26.29,7.08,7.34,Normal
309,2026-01-02 01:40:00,162.59,114.35,57.11,5.63,27.6,7.95,6.47,Normal
969,2026-01-04 08:40:00,429.9,39.87,17.75,35.47,30.82,8.71,9.05,Caution
431,2026-01-02 11:50:00,155.11,406.33,246.42,11.83,29.69,8.06,8.61,Normal
661,2026-01-03 07:00:00,436.37,39.34,15.14,26.93,31.86,8.95,9.42,Caution
2026,2026-01-08 00:45:00,833.98,6.55,5.57,248.55,36.64,4.74,13.27,Severe
1698,2026-01-06 21:25:00,-35.12,19.36,1.15,118.36,21.97,9.5,2.55,Warning
371,2026-01-02 06:50:00,354.88,344.26,204.21,18.04,29.65,6.76,7.02,Normal
567,2026-01-02 23:10:00,331.43,177.69,104.34,2.69,29.9,7.05,6.01,Normal
950,2026-01-04 07:05:00,483.43,966.21,449.6,45.63,31.01,8.99,9.17,Caution
1236,2026-01-05 06:55:00,126.88,754.53,515.07,45.39,24.11,8.54,9.95,Caution
1603,2026-01-06 13:30:00,619.14,1976.48,946.9,130.85,21.86,5.84,10.37,Warning
825,2026-01-03 20:40:00,125.67,28.15,25.2,29.53,31.59,8.92,9.63,Caution
983,2026-01-04 09:50:00,472.27,43.67,29.97,45.73,24.71,8.85,4.55,Caution
182,2026-01-01 15:05:00,206.48,247.03,128.77,23.7,26.74,8.4,5.36,Normal
1079,2026-01-04 17:50:00,424.47,518.84,255.83,43.42,31.5,8.72,4.08,Caution
814,2026-01-03 19:45:00,477.36,680.78,450.17,31.22,23.35,6.28,9.6,Caution
779,2026-01-03 16:50:00,77.17,41.96,33.25,27.64,23.79,8.55,9.11,Caution
1336,2026-01-05 15:15:00,-38.36,12.47,0.07,71.3,33.69,5.56,3.56,Warning
1014,2026-01-04 12:25:00,481.85,40.64,28.25,25.76,31.35,6.16,9.74,Caution
1424,2026-01-05 22:35:00,27.33,1105.92,694.11,56.5,33.99,5.92,3.59,Warning
1561,2026-01-06 10:00:00,588.95,15.27,11.22,54.93,32.47,9.44,2.79,Warning
127,2026-01-01 10:30:00,194.31,355.14,152.7,21.3,29.75,7.45,6.37,Normal
888,2026-01-04 01:55:00,490.28,45.46,35.05,35.61,24.62,8.82,4.86,Caution
1008,2026-01-04 11:55:00,79.92,987.11,567.45,46.11,30.9,6.35,4.68,Caution
356,2026-01-02 05:35:00,339.51,472.8,259.97,16.86,29.08,7.36,6.28,Normal
1711,2026-01-06 22:30:00,642.39,16.54,5.98,97.93,32.31,9.24,3.33,Warning
683,2026-01-03 08:50:00,111.37,43.73,14.45,39.62,31.14,8.98,4.49,Caution
1751,2026-01-07 01:50:00,36.62,1507.44,816.9,90.21,33.38,9.14,11.65,Warning
1473,2026-01-06 02:40:00,567.42,1365.03,566.05,117.46,32.11,9.25,2.82,Warning
985,2026-01-04 10:00:00,146.85,876.23,407.12,41.89,31.13,6.49,9.1,Caution
1645,2026-01-06 17:00:00,600.87,10.18,1.62,135.94,32.2,9.15,2.97,Warning
141,2026-01-01 11:40:00,321.54,343.71,222.91,24.81,27.76,7.35,7.0,Normal
1640,2026-01-06 16:35:00,47.79,1243.43,754.18,83.31,20.55,9.45,11.6,Warning
1579,2026-01-06 11:30:00,606.13,14.66,9.1,116.07,33.51,9.45,3.63,Warning
1211,2026-01-05 04:50:00,125.09,517.69,315.68,47.65,23.28,6.35,4.23,Caution
1794,2026-01-07 05:25:00,819.54,3077.18,1737.73,388.04,37.6,5.48,0.76,Severe
1250,2026-01-05 08:05:00,65.34,32.96,23.66,36.4,24.09,8.8,9.44,Caution
1853,2026-01-07 10:20:00,713.45,5.22,1.57,337.85,37.7,10.25,1.6,Severe
1994,2026-01-07 22:05:00,-159.3,4.71,5.75,466.39,16.52,9.8,0.7,Severe
712,2026-01-03 11:15:00,411.66,920.39,460.91,38.23,24.69,6.29,9.03,Caution
1713,2026-01-06 22:40:00,525.28,14.6,7.92,141.9,20.68,5.88,3.81,Warning
1913,2026-01-07 15:20:00,835.72,4456.84,2179.57,438.61,34.95,10.17,14.83,Severe
11,2026-01-01 00:50:00,191.74,60.22,38.23,3.16,27.03,7.83,8.26,Normal
1281,2026-01-05 10:40:00,51.16,24.6,12.84,39.97,24.96,8.7,9.8,Caution
1245,2026-01-05 07:40:00,427.13,37.53,14.84,28.08,23.01,6.24,9.31,Caution
755,2026-01-03 14:50:00,449.48,886.27,549.14,47.98,24.28,6.14,9.73,Caution
627,2026-01-03 04:10:00,156.38,53.36,26.29,21.44,26.61,7.37,7.37,Normal
1271,2026-01-05 09:50:00,463.87,38.96,25.64,33.06,31.06,6.02,9.7,Caution
130,2026-01-01 10:45:00,181.45,91.28,56.82,17.02,27.04,7.18,6.76,Normal
844,2026-01-03 22:15:00,141.35,898.71,525.44,27.92,23.32,8.86,4.13,Caution
324,2026-01-02 02:55:00,385.63,477.8,286.31,10.87,25.44,8.33,6.63,Normal
1243,2026-01-05 07:30:00,473.67,513.37,232.95,25.7,24.91,8.76,9.23,Caution
15,2026-01-01 01:10:00,364.15,391.33,210.09,18.27,27.9,7.11,5.71,Normal
2081,2026-01-08 05:20:00,658.08,3441.67,2237.57,321.88,34.98,9.71,12.86,Severe
216,2026-01-01 17:55:00,157.72,228.4,97.24,23.68,26.74,6.61,8.46,Normal
1492,2026-01-06 04:15:00,19.72,19.69,0.3,93.92,22.31,9.43,2.44,Warning
2006,2026-01-07 23:05:00,758.47,2585.49,1208.55,584.56,34.03,9.74,0.73,Severe
1513,2026-01-06 06:00:00,-42.26,1064.01,583.68,62.33,20.58,5.98,3.24,Warning
865,2026-01-04 00:00:00,458.36,36.36,27.17,26.48,31.93,8.87,9.62,Caution
517,2026-01-02 19:00:00,258.77,237.06,136.5,7.0,25.16,7.01,7.76,Normal
598,2026-01-03 01:45:00,196.88,265.65,156.5,21.22,26.58,8.41,5.73,Normal
196,2026-01-01 16:15:00,269.3,272.44,158.91,10.78,25.41,7.42,5.06,Normal
289,2026-01-02 00:00:00,221.87,128.54,68.33,19.34,25.9,7.27,6.41,Normal
951,2026-01-04 07:10:00,429.44,44.83,22.36,48.58,31.37,8.84,4.64,Caution
1345,2026-01-05 16:00:00,-16.04,1940.13,926.1,85.04,21.82,9.15,2.54,Warning
2068,2026-01-08 04:15:00,-141.53,9.22,1.47,452.85,37.85,9.89,14.64,Severe
550,2026-01-02 21:45:00,335.62,117.79,73.12,7.17,26.86,6.83,5.21,Normal
157,2026-01-01 13:00:00,363.1,389.42,222.31,20.68,28.1,6.73,5.49,Normal
420,2026-01-02 10:55:00,373.18,66.34,31.71,21.52,25.68,7.79,6.76,Normal
923,2026-01-04 04:50:00,122.54,37.36,15.59,42.76,24.16,8.97,9.4,Caution
478,2026-01-02 15:45:00,222.58,247.93,110.39,17.45,27.07,7.74,6.88,Normal
1952,2026-01-07 18:35:00,-65.11,1.32,0.0,454.51,18.94,4.71,15.56,Severe
554,2026-01-02 22:05:00,177.41,256.13,137.45,10.15,29.39,7.13,8.65,Normal
391,2026-01-02 08:30:00,344.23,219.44,116.73,8.28,29.22,8.02,5.23,Normal
579,2026-01-03 00:10:00,218.23,497.66,248.07,23.04,27.37,6.5,5.16,Normal
1943,2026-01-07 17:50:00,-57.89,4411.28,2184.03,470.32,37.14,5.2,1.33,Severe
1688,2026-01-06 20:35:00,511.62,1407.3,862.2,56.8,32.52,5.8,11.87,Warning
1871,2026-01-07 11:50:00,-119.9,3142.25,1912.97,243.66,18.91,10.04,1.08,Severe
821,2026-01-03 20:20:00,73.2,48.87,24.17,34.55,31.32,6.46,4.09,Caution
2064,2026-01-08 03:55:00,857.92,2769.21,1377.63,487.08,15.5,10.07,1.05,Severe
1007,2026-01-04 11:50:00,448.9,20.27,15.39,42.64,24.28,6.49,9.25,Caution
1199,2026-01-05 03:50:00,471.6,913.2,581.4,37.34,24.93,8.97,9.24,Caution
665,2026-01-03 07:20:00,468.18,31.53,27.55,28.66,23.65,8.66,4.04,Caution
1715,2026-01-06 22:50:00,21.59,18.94,10.2,138.57,32.41,5.86,10.19,Warning
143,2026-01-01 11:50:00,355.31,237.5,141.09,8.72,28.94,7.21,8.33,Normal
1860,2026-01-07 10:55:00,656.76,3.49,2.28,458.62,37.04,10.05,14.59,Severe
1346,2026-01-05 16:05:00,594.36,1249.38,644.47,110.74,21.39,9.18,11.36,Warning
422,2026-01-02 11:05:00,287.24,475.04,240.59,11.54,26.01,7.61,7.74,Normal
800,2026-01-03 18:35:00,53.34,37.23,22.22,38.96,24.32,6.06,9.94,Caution
616,2026-01-03 03:15:00,163.34,317.85,181.64,24.61,25.94,7.76,8.43,Normal
296,2026-01-02 00:35:00,231.72,187.47,100.63,7.02,27.61,7.23,6.85,Normal
402,2026-01-02 09:25:00,319.29,137.68,71.39,16.55,25.7,7.89,8.23,Normal
89,2026-01-01 07:20:00,318.65,416.59,249.09,22.66,27.38,7.38,8.98,Normal
1514,2026-01-06 06:05:00,557.95,13.42,5.16,88.84,33.2,5.67,2.6,Warning
2120,2026-01-08 08:35:00,-197.04,5.18,0.71,250.32,18.85,9.58,1.99,Severe
132,2026-01-01 10:55:00,318.68,459.65,237.3,5.86,25.69,7.05,6.13,Normal
1474,2026-01-06 02:45:00,-16.87,1953.04,1046.25,125.55,33.26,5.55,10.13,Warning
1221,2026-01-05 05:40:00,98.76,36.82,21.93,46.96,23.1,8.74,9.35,Caution
1532,2026-01-06 07:35:00,8.29,12.83,11.41,141.29,20.46,5.94,2.42,Warning
1709,2026-01-06 22:20:00,40.49,19.82,9.65,57.2,21.95,5.69,11.69,Warning
725,2026-01-03 12:20:00,62.44,49.82,34.39,46.92,23.35,8.96,4.46,Caution
1300,2026-01-05 12:15:00,111.46,35.01,19.42,30.95,24.26,6.44,9.15,Caution
270,2026-01-01 22:25:00,256.28,445.74,287.14,7.49,26.33,7.4,6.57,Normal
1551,2026-01-06 09:10:00,-28.23,1741.31,806.92,117.38,33.9,9.06,3.49,Warning
918,2026-01-04 04:25:00,91.29,23.77,15.3,49.51,31.88,6.27,9.16,Caution
1675,2026-01-06 19:30:00,-23.94,1233.25,656.01,80.4,22.49,5.96,10.61,Warning
2051,2026-01-08 02:50:00,-209.12,4437.03,2722.62,387.58,36.14,4.94,1.5,Severe
376,2026-01-02 07:15:00,327.24,476.67,242.79,3.2,28.49,8.02,6.11,Normal
334,2026-01-02 03:45:00,336.41,203.62,127.45,20.21,27.36,7.5,8.27,Normal
1319,2026-01-05 13:50:00,640.97,1693.51,837.95,121.64,20.61,9.31,3.54,Warning
2004,2026-01-07 22:55:00,-204.55,4636.26,2229.12,562.4,35.99,4.81,12.24,Severe
1119,2026-01-04 21:10:00,54.46,789.91,421.25,33.71,31.22,8.94,9.05,Caution
911,2026-01-04 03:50:00,486.4,669.55,347.19,28.38,31.12,8.93,9.09,Caution
777,2026-01-03 16:40:00,495.99,38.05,27.93,43.73,23.89,6.31,9.97,Caution
1420,2026-01-05 22:15:00,610.77,1889.31,1177.17,123.23,33.57,5.92,11.23,Warning
329,2026-01-02 03:20:00,355.73,139.27,85.54,18.2,27.32,7.36,5.84,Normal
1745,2026-01-07 01:20:00,49.81,1982.61,1078.71,64.39,33.37,5.56,10.3,Warning
13,2026-01-01 01:00:00,390.47,458.86,242.81,17.79,25.44,7.22,5.47,Normal
898,2026-01-04 02:45:00,74.22,45.25,22.88,43.53,30.52,6.29,4.79,Caution
172,2026-01-01 14:15:00,312.92,442.13,240.68,16.22,29.87,8.12,5.32,Normal
261,2026-01-01 21:40:00,363.16,307.38,186.75,6.13,27.33,7.93,6.45,Normal
1737,2026-01-07 00:40:00,45.43,15.1,10.96,122.44,33.24,5.68,3.59,Warning
1611,2026-01-06 14:10:00,-2.26,1883.87,1208.23,118.28,22.01,9.15,11.68,Warning
902,2026-01-04 03:05:00,430.51,679.49,424.69,40.59,31.17,8.69,9.07,Caution
259,2026-01-01 21:30:00,282.68,489.44,245.86,5.48,29.28,7.06,6.56,Normal
845,2026-01-03 22:20:00,148.39,539.62,294.47,47.7,24.66,6.13,9.65,Caution
139,2026-01-01 11:30:00,255.7,328.85,214.09,23.39,25.96,8.5,5.62,Normal
320,2026-01-02 02:35:00,249.02,68.56,43.86,3.4,27.58,7.99,7.42,Normal
1742,2026-01-07 01:05:00,622.57,1725.63,1119.66,114.61,33.4,9.2,11.93,Warning
1403,2026-01-05 20:50:00,-33.66,14.7,6.99,62.91,21.4,9.15,11.98,Warning
1337,2026-01-05 15:20:00,585.29,1472.74,828.72,136.01,21.79,9.02,3.31,Warning
559,2026-01-02 22:30:00,366.11,176.09,86.8,19.62,28.95,7.77,5.97,Normal
140,2026-01-01 11:35:00,371.21,348.55,219.44,3.68,28.95,6.78,6.08,Normal
1974,2026-01-07 20:25:00,-151.72,8.91,3.53,456.24,17.97,5.26,1.35,Severe
532,2026-01-02 20:15:00,348.27,390.62,207.33,24.96,27.11,7.52,8.26,Normal
225,2026-01-01 18:40:00,305.89,110.79,61.65,17.64,28.11,7.61,7.44,Normal
724,2026-01-03 12:15:00,413.29,939.19,593.17,45.97,31.9,6.41,9.98,Caution
1955,2026-01-07 18:50:00,650.0,5.28,2.27,182.09,17.09,10.21,0.54,Severe
1671,2026-01-06 19:10:00,-39.21,14.82,16.13,107.81,32.92,5.53,11.94,Warning
326,2026-01-02 03:05:00,217.78,272.42,177.61,5.74,27.46,8.14,8.09,Normal
1436,2026-01-05 23:35:00,562.4,15.74,7.79,110.99,33.7,5.76,2.68,Warning
1233,2026-01-05 06:40:00,83.36,570.1,281.07,42.65,23.38,6.32,4.53,Caution
715,2026-01-03 11:30:00,131.73,522.97,265.35,49.81,31.12,6.15,4.82,Caution
847,2026-01-03 22:30:00,136.94,33.76,20.06,33.18,24.24,8.7,4.17,Caution
194,2026-01-01 16:05:00,225.74,216.17,126.7,6.66,25.65,7.05,6.76,Normal
574,2026-01-02 23:45:00,324.98,194.82,100.14,21.57,29.93,8.35,7.61,Normal
947,2026-01-04 06:50:00,104.88,32.16,11.99,40.89,23.67,8.88,4.42,Caution
504,2026-01-02 17:55:00,381.16,266.25,132.81,7.24,28.77,7.38,5.54,Normal
1332,2026-01-05 14:55:00,504.37,16.51,13.67,138.93,21.45,9.15,2.02,Warning
